key,dev_en
monster_Kodama_nameKey,Kodama
monster_Kodama_descriptionKey,"The explosion of the Distant Star opened thousands of portals all over the universe. Kodama has arrived through one of those portals. He comes from a planet covered with blue vegetation where life works at a very different pace to that of Monster Legends. This is reflected in his powers, which allow him to play with the pacing of everyone around him."
monster_Kodama_gameplayDescriptionKey,Nature Controller with Cooldown Activation skills
skill_blackfeather_BlindParrot_nameKey,Blind Parrot
skill_blackfeather_ProfanedRest_nameKey,Profaned Rest
skill_blackfeather_DeadParrotaze_nameKey,Dead Parrotaze
skill_blackfeather_EyesCurse_nameKey,Eyes Curse
skill_blackfeather_DammedFeathers_nameKey,Damned Feathers
skill_blackfeather_Soulfagus_nameKey,Soulfagus
skill_blackfeather_LoaManager_nameKey,Loa Manager
skill_blackfeather_FliyingSpirit_nameKey,Flying Spirit
skill_blackfeather_BlindParrot_descriptionKey,Applies Possession and Total Blind to one enemy.
skill_blackfeather_ProfanedRest_descriptionKey,Deals low Magic damage to one enemy. Applies Curse to one enemy.
skill_blackfeather_DeadParrotaze_descriptionKey,Deals low Dark damage to one enemy. Applies Possession to one enemy. Requires cooldown.
skill_blackfeather_EyesCurse_descriptionKey,Deals heavy Magic damage to one enemy. Applies Curse and Blind to one enemy.
skill_blackfeather_DammedFeathers_descriptionKey,Deals moderate Magic damage to one enemy. Applies Curse to all enemies.
skill_blackfeather_Soulfagus_descriptionKey,Applies Curse to all enemies. Gives 25% of Stamina to itself. Applies Stamina Regeneration to itself. Requires cooldown.
skill_blackfeather_LoaManager_descriptionKey,Applies Possession to all enemies. Requires cooldown.
skill_blackfeather_FliyingSpirit_descriptionKey,Applies Possession and Total Blind to one enemy. Gives 1 extra turn to one enemy. Requires cooldown.
specialSkill_Thecurseofthecurseofthecosmos_nameKey,The Curse of the Curse of the Cosmos
specialSkill_Thecurseofthecurseofthecosmos_descriptionKey,Deals very heavy Magic damage to all enemies. Disables Trait and applies Possession to all enemies.
monster_Blackfeather_nameKey,Blackfeather
monster_Blackfeather_descriptionKey,"Blackfeather was Captain Copperbeard’s beloved pet parrot until he got lost in a massive storm of Stardust which caught his spaceship while it was sailing through outer space. Blackfeather was devoured by the Stardust and then reborn as a Cosmic Spirit! If he can find his way back to the spaceship, he’ll become the new flagship member of the crew."
monster_Blackfeather_gameplayDescriptionKey,Magic Controller with Possession skills
skill_bombeta_CelestialDestroyer_nameKey,Celestial Destroyer
skill_bombeta_MagicTechnology_nameKey,Magic Technology
skill_bombeta_Lightingupthedarkness_nameKey,Lighting up the Darkness
skill_bombeta_TheBrightestVillain_nameKey,The Brightest Villain
skill_bombeta_BlindingPunch_nameKey,Blinding Punch
skill_bombeta_SolarFlare_nameKey,Solar Flare
skill_bombeta_WarmingLight_nameKey,Warming Light
skill_bombeta_ShineoftheBulb_nameKey,Shine of the Bulb
skill_bombeta_CelestialDestroyer_descriptionKey,Deals moderate Light damage to one enemy.
skill_bombeta_MagicTechnology_descriptionKey,Deals low Light damage to all enemies.
skill_bombeta_Lightingupthedarkness_descriptionKey,Removes all negative status effects from itself. Applies Life Regeneration to itself. Requires Cooldown.
skill_bombeta_TheBrightestVillain_descriptionKey,Applies Sunburn to all enemies. Applies Taunt to itself. Requires cooldown.
skill_bombeta_BlindingPunch_descriptionKey,Deals very heavy Light damage to one enemy. Applies Sunburn and Daze to one enemy. Requires cooldown.
skill_bombeta_SolarFlare_descriptionKey,Deals moderate Light damage to all enemies. Applies Daze to all enemies. Requires cooldown.
skill_bombeta_WarmingLight_descriptionKey,Removes all negative status effects and applies Life Regeneration to all allies. Requires cooldown.
skill_bombeta_ShineoftheBulb_descriptionKey,Applies MegaTaunt to itself. Heals itself by 50%. Requires cooldown.
specialSkill_Eureka_nameKey,Eureka!
specialSkill_Eureka_descriptionKey,Deals moderate Light damage to all enemies. Applies Sunburn to all enemies and MegaTaunt to itself. Heals itself by 100%.
monster_Bombeta_nameKey,Bombeta
monster_Bombeta_descriptionKey,"Dr. Viktor was tasked with the mission of creating a monster who would light the way through a network of dark portals. To craft it, our favorite scientist used the Cells of two of the brightest creatures in Monster Legends: Yntec and Clipeum. He mixed them up with a pinch of Stardust and… Bombeta was born! Is he too pure to be good?"
monster_Bombeta_gameplayDescriptionKey,Light Tank with MegaTaunt skills
skill_rotten_LifeCollector_nameKey,Life Collector
skill_rotten_NeverEnough_nameKey,Never Enough
skill_rotten_CoffinNotLocked_nameKey,Coffin Not Locked
skill_rotten_PlagueSpreader_nameKey,Plague Spreader
skill_rotten_LittleSuccubus_nameKey,Little Succubus
skill_rotten_SouloftheApprentice_nameKey,Soul of the Apprentice
skill_rotten_MudRealm_nameKey,Mud Realm
skill_rotten_AlephFive_nameKey,Aleph Five
skill_rotten_LifeCollector_descriptionKey,Deals moderate Earth damage to one enemy.
skill_rotten_NeverEnough_descriptionKey,Removes all negative status effects from all allies. Requires cooldown.
skill_rotten_CoffinNotLocked_descriptionKey,Blocks out 50% of damage received. Heals itself by 50%. Requires cooldown.
skill_rotten_PlagueSpreader_descriptionKey,Deals low Earth damage to all enemies. Applies Nightmares to all enemies. Requires cooldown.
skill_rotten_LittleSuccubus_descriptionKey,Removes positive status effects from one enemy. Deals heavy Earth damage to one enemy. Applies Nightmares to one enemy. Requires cooldown.
skill_rotten_SouloftheApprentice_descriptionKey,Resurrects one ally with 1% Life. Applies Sunburn to itself. Gives 1 extra turn to itself. Requires cooldown.
skill_rotten_MudRealm_descriptionKey,Blocks out 50% of damage received for all allies. Applies Immunity to Control and Life Regeneration to all allies. Requires cooldown.
skill_rotten_AlephFive_descriptionKey,Resurrects one ally with 100% Life. Requires cooldown.
specialSkill_ShiningDarkness_nameKey,Shining Darkness
specialSkill_ShiningDarkness_descriptionKey,Deals moderate Special damage to all enemies. Applies Nightmares and Sunburn to all enemies.
monster_Rotten_nameKey,Rotten
monster_Rotten_descriptionKey,"The myth says that a rain of Stardust fell in a puddle of mud in a particularly dark corner of the swamp area of the forest and created a monster who’s able to absorb souls. Now Rotten travels collecting souls from dead monsters. They make him stronger but rot his inner spirit. The more powerful he becomes, the stinkier he gets."
monster_Rotten_gameplayDescriptionKey,Earth Support with Resurrection skills
skill_teddievr_ThisisnotScary_nameKey,This is not Scary...
skill_teddievr_OhWaitCorreee_nameKey,Oh Wait... Correee!
skill_teddievr_NoMamesWey_nameKey,No Mames Wey!
skill_teddievr_FiveNightsSurviving_nameKey,Five Nights Surviving
skill_teddievr_TimetoEatTacos_nameKey,Time to Eat Tacos
skill_teddievr_EattheFrijoles_nameKey,Eat the Frijoles
skill_teddievr_CallMeMisterTeddie_nameKey,Call Me Mister Teddie
skill_teddievr_BulletRain_nameKey,Bullet Rain!
skill_teddievr_ThisisnotScary_descriptionKey,Deals moderate Earth damage to one enemy.
skill_teddievr_OhWaitCorreee_descriptionKey,Applies a 50% Life Shield to itself.
skill_teddievr_NoMamesWey_descriptionKey,Deals moderate Earth damage to all enemies. Applies Daze to all enemies. Requires cooldown.
skill_teddievr_FiveNightsSurviving_descriptionKey,Blocks out 50% of damage received. Heals itself by 30%. Requires cooldown.
skill_teddievr_TimetoEatTacos_descriptionKey,Heals itself by 50%. Removes all negative status effects from itself. Requires cooldown.
skill_teddievr_EattheFrijoles_descriptionKey,Blocks out 50% of damage received for all allies. Applies a 30% Life Shield to all allies. Requires cooldown.
skill_teddievr_CallMeMisterTeddie_descriptionKey,Deals very heavy Earth damage to one enemy. Applies a 30% Life Shield to itself. Requires cooldown.
skill_teddievr_BulletRain_descriptionKey,Deals heavy Earth damage to all enemies and all allies. Requires cooldown.
specialSkill_GABRIELLAAAA_nameKey,GABRIELLAAAA!
specialSkill_GABRIELLAAAA_descriptionKey,Applies Pierce to itself. Deals very heavy Earth damage to all enemies and all allies. Removes Pierce from itself.
monster_TeddieVR_nameKey,TeddieVR
monster_TeddieVR_descriptionKey,"When Gualgui saw the Cosmic rain, she confused the shiny Stardust for shooting stars and made a wish: she asked for a dark protector spirit. However, Stardust works in mysterious ways and what she got was this big guy! Because sometimes all you need is a Cosmic cowbear."
monster_TeddieVR_gameplayDescriptionKey,Earth Attacker with Shields and Healing Skills
skill_diegael_VillainSlayer_nameKey,Villain Slayer
skill_diegael_TheBiggerTheBetter_nameKey,The Bigger The Better
skill_diegael_CosmicMoustache_nameKey,Cosmic Moustache
skill_diegael_AvilasSouvenir_nameKey,Avila's Souvenir
skill_diegael_ThinkBig_nameKey,Think Big
skill_diegael_ChickenWithOnion_nameKey,Chicken With Onion
skill_diegael_DL6_nameKey,DL-6
skill_diegael_HisCosmicGrandma_nameKey,His Cosmic Grandma
skill_diegael_VillainSlayer_descriptionKey,Deals moderate Light damage to one enemy.
skill_diegael_TheBiggerTheBetter_descriptionKey,Deals low Light damage to all enemies.
skill_diegael_CosmicMoustache_descriptionKey,Deals moderate Light damage to all enemies. Applies Bleed to all enemies. Requires cooldown.
skill_diegael_AvilasSouvenir_descriptionKey,Applies Damage Boost and Evasion to itself. Requires cooldown.
skill_diegael_ThinkBig_descriptionKey,Applies Villain Hater and gives 1 extra turn to itself. Requires cooldown.
skill_diegael_ChickenWithOnion_descriptionKey,Deals moderate Light damage to all enemies. Applies Sunburn to all enemies. Requires cooldown.
skill_diegael_DL6_descriptionKey,Deals massive Light damage to one enemy. Applies Bleed to one enemy. Requires cooldown.
skill_diegael_HisCosmicGrandma_descriptionKey,Deals moderate Light damage to all enemies. Applies Daze to all enemies. Requires cooldown.
monster_Diegael_nameKey,Diegael
monster_Diegael_descriptionKey,"Diegael was a cherub, conceived as a heavenly creature whose mission was to spread love. However, since he was young, all he wanted was to become a Celestial Paladin. It took him a hundred of adventures on his own, but finally, Elvira realized that Diegael wasn’t her usual cherub. She gave him a sword and named him Celestial Paladin, as he had always dreamed."
monster_Diegael_gameplayDescriptionKey,Light Attacker with heavy damage skills and Villain Hater
specialSkill_LongStoryShort_nameKey,Long Story Short
specialSkill_LongStoryShort_descriptionKey,Removes positive status effects from all enemies. Deals heavy Light damage to all enemies. Applies Stun to all enemies.
skill_tabora_GraniteMelter_nameKey,Granite Melter
skill_tabora_RiteOfPassage_nameKey,Rite Of Passage
skill_tabora_AmberDust_nameKey,Amber Dust
skill_tabora_CursedStones_nameKey,Cursed Stones
skill_tabora_InitiationRitual_nameKey,Initiation Ritual
skill_tabora_Atrophy_nameKey,Atrophy
skill_tabora_SapoBufo_nameKey,Sapo Bufo
skill_tabora_MyFavoriteTrick_nameKey,My Favorite Trick
skill_tabora_GraniteMelter_descriptionKey,Deals heavy Earth damage to one enemy. Applies Quicksands to one enemy.
skill_tabora_RiteOfPassage_descriptionKey,Deals low Special damage to all enemies.
skill_tabora_AmberDust_descriptionKey,Applies Quicksands and Major Damage Reduction to all enemies. Requires cooldown.
skill_tabora_CursedStones_descriptionKey,Deals moderate Dark damage to all enemies. Applies Curse to all enemies. Requires cooldown.
skill_tabora_InitiationRitual_descriptionKey,Applies Trait Protection and Positive Effect Protection to one ally. Requires cooldown.
skill_tabora_Atrophy_descriptionKey,Removes all negative status effects from all allies. Applies Torture Immunity to all allies. Requires cooldown.
skill_tabora_SapoBufo_descriptionKey,Disables Trait and applies Curse and Quicksands to one enemy. Requires cooldown.
skill_tabora_MyFavoriteTrick_descriptionKey,Removes positive status effects from all enemies. Disables Trait on all enemies. Requires cooldown.
specialSkill_LastofitsKind_nameKey,Last of its Kind
specialSkill_LastofitsKind_descriptionKey,Removes positive status effects from all enemies. Applies MegaStun to all enemies. Disables Trait and Applies Curse to all enemies.
monster_Tabora_nameKey,Tabora
monster_Tabora_descriptionKey,"Tabora arrived in the swamp shortly after the Cosmic rain. She told Wickah that the stars had guided her there so that she could help the inhabitants in that area of the forest, but there’s something about her that doesn’t click. She asks a lot of questions about the leaders of the forest and it seems like she’s hiding her true power..."
monster_Tabora_gameplayDescriptionKey,Earth Support with Trait Disable and Torture skills
monster_Atrox_nameKey,Atrox
skill_atrox_SuetCane_nameKey,Suet Cane
skill_atrox_ReleaseMiasma_nameKey,Release Miasma
skill_atrox_SuetCoat_nameKey,Suet Coat
skill_atrox_PineCane_nameKey,Pine Cane
skill_atrox_MintandRoses_nameKey,Mint and Roses
skill_atrox_OakCane_nameKey,Oak Cane
skill_atrox_MiasmaBreath_nameKey,Miasma Breath
skill_atrox_CaneandBeak_nameKey,Cane and Beak
skill_atrox_SuetCane_descriptionKey,Applies Stun to one enemy. Removes all Tortures of one enemy. Requires cooldown.
skill_atrox_ReleaseMiasma_descriptionKey,Applies a random Torture to all allies. Applies a random Torture to all enemies. Requires cooldown.
skill_atrox_SuetCoat_descriptionKey,Removes all Tortures from one ally.
skill_atrox_PineCane_descriptionKey,Deals low Magic damage to one enemy. Applies Stun to one enemy. Requires cooldown.
skill_atrox_MintandRoses_descriptionKey,Deals moderate Magic damage to one enemy. Removes all Tortures of all allies. Requires cooldown.
skill_atrox_OakCane_descriptionKey,Applies Stun twice to one enemy. Requires cooldown.
skill_atrox_MiasmaBreath_descriptionKey,Deals moderate Magic damage to one enemy. Applies a random Torture to one enemy. Requires cooldown.
skill_atrox_CaneandBeak_descriptionKey,Deals low Magic damage to all enemies. Applies Stun twice to all enemies. Requires cooldown.
specialSkill_Effluvium_nameKey,Effluvium
specialSkill_Effluvium_descriptionKey,Removes positive status effects from all enemies. Applies two random Tortures to all enemies. Applies MegaStun to all enemies.
monster_Atrox_descriptionKey,"Nicknamed “The Cosmic Doctor”, Atrox has crossed the portal into the universe of Monster Legends to bring the cure to numerous undetected diseases, but he’s also brought us a warning: Mythic Stardust, when mishandled, can cause new diseases or even become deadly. Thankfully, Atrox is here to help monsterkind!"
monster_Atrox_gameplayDescriptionKey,"Control, Torture remover and random Torture giver"
skill_solarflare_Followinghissteps_nameKey,Following his Steps
skill_solarflare_GoodandEvil_nameKey,Good and Evil
skill_solarflare_AssaultForm_nameKey,Assault Form
skill_solarflare_FireStorm_nameKey,Fire Storm!
skill_solarflare_MeteorJab_nameKey,Meteor Jab
skill_solarflare_EattheSun_nameKey,Eat the Sun
skill_solarflare_ArmoredForm_nameKey,Armored Form
skill_solarflare_BlindingFireshow_nameKey,Blinding Fireshow
skill_solarflare_Followinghissteps_descriptionKey,Deals heavy Fire damage to one enemy.
skill_solarflare_GoodandEvil_descriptionKey,Applies Damage Boost to itself. Requires cooldown.
skill_solarflare_AssaultForm_descriptionKey,Applies Triple Damage to itself for 2 turns. Disables Trait and applies Vulnerable to itself.
skill_solarflare_FireStorm_descriptionKey,Deals moderate Fire damage to all enemies. Applies Burn to all enemies. Requires cooldown.
skill_solarflare_MeteorJab_descriptionKey,Deals very heavy Fire damage to one enemy. Applies Burn to one enemy.
skill_solarflare_EattheSun_descriptionKey,Applies Double Damage and removes all negative status effects from itself. Requires cooldown.
skill_solarflare_ArmoredForm_descriptionKey,Applies MegaTaunt to itself. Blocks out 50% of the damage received. Applies Major Damage Reduction to itself.
skill_solarflare_BlindingFireshow_descriptionKey,Deals moderate Fire damage to all enemies. Applies Sunburn to all enemies. Requires cooldown.
specialSkill_TheGreatestFireshowintheCosmos_nameKey,The Greatest Fireshow in the Cosmos
specialSkill_TheGreatestFireshowintheCosmos_descriptionKey,"Deals very heavy Fire damage to all enemies. Applies Burn, Sunburn and Ignite to all enemies."
monster_Solarflare_nameKey,Solarflare
monster_Solarflare_descriptionKey,"Solarflare, Sunblast's younger brother, has arrived to humiliate Firestorm, who had the audacity to go against Sunblast when he was his disciple. With the help of an anonymous villain who had a mysterious interest in seeing Firestorm gone, Solarflare has helped himself to a bit of Mythic Stardust, and he's ready for vengeance!"
monster_Solarflare_gameplayDescriptionKey,Fire Tank with Taunt Trait and Damage Boost skills
skill_seaquake_EarthProtector_nameKey,Earth Protector
skill_seaquake_CursedHeroe_nameKey,Cursed Hero
skill_seaquake_Avalanche_nameKey,Avalanche
skill_seaquake_Hurricane_nameKey,Hurricane
skill_seaquake_Mudslide_nameKey,Mudslide
skill_seaquake_RestoftheGuardian_nameKey,Rest of the Guardian
skill_seaquake_Earthquake_nameKey,Earthquake
skill_seaquake_Seaquake_nameKey,Seaquake
skill_seaquake_EarthProtector_descriptionKey,Deals moderate Water damage to one enemy. Applies Drowned to one enemy.
skill_seaquake_CursedHeroe_descriptionKey,Deals low Water damage to all enemies. Applies a Random Elemental Weakness skill to all enemies.
skill_seaquake_Avalanche_descriptionKey,Applies Bleed and Quicksands to one enemy. Requires cooldown.
skill_seaquake_Hurricane_descriptionKey,Deals low Water damage to all enemies. Applies Bleed to all enemies. Requires cooldown.
skill_seaquake_Mudslide_descriptionKey,Applies Quicksands and Drowned to one enemy. Applies a random Elemental Weakness skill to one enemy. Requires cooldown.
skill_seaquake_RestoftheGuardian_descriptionKey,Removes all negative status effects from itself. Heals itself by 50%. Gains 50% of Stamina. Requires cooldown.
skill_seaquake_Earthquake_descriptionKey,Deals low Earth damage to all enemies. Applies Quicksands to all enemies. Gains Hydrophobic Shield. Requires cooldown.
skill_seaquake_Seaquake_descriptionKey,Deals low Water damage to all enemies. Applies Drowned to all enemies. Removes all negative status effects from itself. Requires cooldown.
specialSkill_NaturalDisasterBringer_nameKey,Natural Disaster Bringer
specialSkill_NaturalDisasterBringer_descriptionKey,"Applies Quicksands, Bleed and Drowned to all enemies. Heals itself by 100%."
monster_Seaquake_nameKey,Seaquake
monster_Seaquake_descriptionKey,"When the Stardust rain reached the mountain region of Monster Legends, it showered Cryotan and Ouros, but it’s so cold up there that it crystalized too quickly, breaking their surface and causing a landslide. The rubble went down the mountains and onto the bottom of the ocean, where a monster was born: Seaquake."
monster_Seaquake_gameplayDescriptionKey,Water Tank Immune to Control who can Torture enemies
skill_lindworm_TimeCurse_nameKey,Time Curse
skill_lindworm_Countdown_nameKey,Countdown
skill_lindworm_EraTraveller_nameKey,Era Traveller
skill_lindworm_RevertEvents_nameKey,Revert Events
skill_lindworm_AgeOverseer_nameKey,Age Overseer
skill_lindworm_GreaterTimesCurse_nameKey,Greater Times Curse
skill_lindworm_TimeScourge_nameKey,Time Scourge
skill_lindworm_SequenceBender_nameKey,Sequence Bender
skill_lindworm_TimeCurse_descriptionKey,Deals moderate Dark damage to one enemy. Applies Curse to one enemy.
skill_lindworm_Countdown_descriptionKey,Deals low Special damage to one enemy. Applies a 3-turn Death Countdown to one enemy.
skill_lindworm_EraTraveller_descriptionKey,Activates all cooldowns on one enemy. Requires cooldown.
skill_lindworm_RevertEvents_descriptionKey,Deactivates all cooldowns on one ally. Removes all negative status effects from one ally. Requires cooldown.
skill_lindworm_AgeOverseer_descriptionKey,Deals low Dark damage to all enemies. Applies Curse to all enemies. Transforms all enemies into babies. Requires cooldown.
skill_lindworm_GreaterTimesCurse_descriptionKey,Deals moderate Dark damage to one enemy. Applies Curse to one enemy. Removes positive status effects from one enemy. Requires cooldown.
skill_lindworm_TimeScourge_descriptionKey,Applies a 3-turn Death Countdown to all enemies. Applies Space-Time and Evasion to itself. Requires cooldown.
skill_lindworm_SequenceBender_descriptionKey,Gives 1 extra turn to one ally. Requires cooldown.
specialSkill_Yourtimehasended_nameKey,Your Time Has Ended
specialSkill_Yourtimehasended_descriptionKey,"Removes positive status effects from all enemies. Applies Curse, MegaStun and a 3-turn Death Countdown to all enemies."
monster_Lindworm_nameKey,Lindworm
monster_Lindworm_descriptionKey,"The Legendary Villains have been looking for a Cosmic ally to turn the game in their favor again, and it looks like they’ve found one. Lindworm is a mysterious dragon who can play with time, space and portals and, as they’ve learned the hard way, now it’s all about one portal in particular. Maybe Lindworm can help them get rid of it and end the Cosmic Era?"
monster_Lindworm_gameplayDescriptionKey,"Extra-Turn Giver, Status-Effect Remover and Cooldown Manager                        "
skill_kraster_WalkingPlant_nameKey,Walking Plant
skill_kraster_MadCut_nameKey,Mad Cut
skill_kraster_SavageShout_nameKey,Savage Shout
skill_kraster_FleeingRoar_nameKey,Fleeing Roar
skill_kraster_CuttingRoots_nameKey,Cutting Roots
skill_kraster_HalfLifeSlash_nameKey,Half-Life Slash
skill_kraster_LeechSeeds_nameKey,Leech Seeds
skill_kraster_BloodDrain_nameKey,Blood Drain
skill_kraster_WalkingPlant_descriptionKey,Deals moderate Nature damage to one enemy. Applies Bleed to one enemy.
skill_kraster_MadCut_descriptionKey,Deals low Nature damage to all enemies. Applies Bleed to all enemies and Life Regeneration to itself. Requires cooldown.
skill_kraster_SavageShout_descriptionKey,Applies Damage Boost and Double Healing to itself. Requires cooldown.
skill_kraster_FleeingRoar_descriptionKey,Applies Double Damage to itself and doubles its Maximum Life. Requires cooldown.
skill_kraster_CuttingRoots_descriptionKey,Removes 30% of Total Life from all enemies. Heals by 30% per each enemy damaged. Requires cooldown.
skill_kraster_HalfLifeSlash_descriptionKey,Removes 50% of Total Life from one enemy. Heals itself by 50%. Requires cooldown.
skill_kraster_LeechSeeds_descriptionKey,Deals moderate Nature damage to all enemies. Gains 50% of the damage dealt as life. Requires cooldown.
skill_kraster_BloodDrain_descriptionKey,Deals massive Nature damage to one enemy. Gains as much life as damage dealt. Applies Life Regeneration to itself. Requires cooldown.
specialSkill_ItstimetoEat_nameKey,It's time to Eat!
specialSkill_ItstimetoEat_descriptionKey,Removes 100% of Total Life from one enemy. Applies Bleed to one enemy. Heals itself by 100%. Applies Life Regeneration to itself.
monster_Kraster_nameKey,Kraster
monster_Kraster_descriptionKey,"Clivia and Alpha Cliviast have understood that being killer plants won’t be enough to survive in the Cosmic Era. For this reason, they’ve released their spores to mix them with the rain of Stardust. Now, a new creature’s been born in the middle of the garden. His name is Kraster and he’s an armed killer plant! He’s the Cosmic plant that will lead them all.
"
monster_Kraster_gameplayDescriptionKey,Nature Attacker with Life Steal and Damage-by-percentage skills
skill_henritch_GoodMorningPeeps_nameKey,Good Morning Peeps!
skill_henritch_RollinglikeaHedgehog_nameKey,Rolling Like a Hedgehog
skill_henritch_HotCoffeeSir_nameKey,"Hot Coffee, Sir?"
skill_henritch_SupporttheIndies_nameKey,Support the Indies!
skill_henritch_BattlegroundKiller_nameKey,Battleground Killer
skill_henritch_YES_nameKey,YES
skill_henritch_PlotlessForce_nameKey,Plotless Force!
skill_henritch_1vs1Rescheduled_nameKey,1vs1 Rescheduled!
skill_henritch_GoodMorningPeeps_descriptionKey,Deals moderate Thunder damage to one enemy. Applies Shock to one enemy.
skill_henritch_RollinglikeaHedgehog_descriptionKey,Deals low Thunder damage to all enemies. Applies Daze to all enemies.
skill_henritch_HotCoffeeSir_descriptionKey,Deals moderate Fire damage to one enemy. Applies Burn and Daze to one enemy. Requires cooldown.
skill_henritch_SupporttheIndies_descriptionKey,Deals low Thunder damage to all enemies. Applies Shock to all enemies. Requires cooldown.
skill_henritch_BattlegroundKiller_descriptionKey,Deals moderate Water damage to one enemy. Applies Freeze twice to one enemy. Requires cooldown.
skill_henritch_YES_descriptionKey,Deals moderate Special damage to one enemy. Activates all cooldowns on one enemy. Requires cooldown.
skill_henritch_PlotlessForce_descriptionKey,Applies Burn to one enemy. Applies Shock and Freeze to one enemy. Requires cooldown.
skill_henritch_1vs1Rescheduled_descriptionKey,Deals low Special damage to all enemies. Activates all cooldowns on all enemies. Requires cooldown.
specialSkill_NoBuenoSeor_nameKey,"No Bueno, Señor!"
specialSkill_NoBuenoSeor_descriptionKey,Deals moderate Thunder damage to all enemies. Activates all cooldowns on all enemies. Applies MegaFreeze and Burn to all enemies.
monster_Henritch_nameKey,Henritch
monster_Henritch_descriptionKey,"Henritch was a friendly Legendary monster until a villain attacked his home and destroyed him. His neighbor Glubu ran to Henritch’s house, only to find little pieces of Henritch lying all over the floor. He took what was left of him to his lab, inserted the bits and pieces into a videogame engine along with some Stardust. Now there’s a Cosmic version of Henritch!"
monster_Henritch_gameplayDescriptionKey,Thunder Controller with Artifact Trait and Cooldown Activation skills
skill_mani_pulate_BlindedByThePower_nameKey,Blinded by the Power
skill_mani_pulate_HumanityLost_nameKey,Humanity Lost
skill_mani_pulate_MagnetismAttraction_nameKey,Magnetism Attraction
skill_mani_pulate_AtomsFission_nameKey,Atom Fission
skill_mani_pulate_LyquidSystem_nameKey,Liquid System
skill_mani_pulate_DriversUpdate_nameKey,Driver Update
skill_mani_pulate_EnergyRelease_nameKey,Energy Release
skill_mani_pulate_CellsManiPulation_nameKey,Cell Mani Pulation
skill_mani_pulate_BlindedByThePower_descriptionKey,Deals moderate Metal damage to one enemy. Applies Blind to one enemy.
skill_mani_pulate_HumanityLost_descriptionKey,Deals low Metal damage to all enemies. Applies Daze to all enemies.
skill_mani_pulate_MagnetismAttraction_descriptionKey,Deals moderate Metal damage to one enemy. Applies Daze and Nanovirus to one enemy.
skill_mani_pulate_AtomsFission_descriptionKey,Deals moderate Metal damage to one enemy. Applies Possession and Damage Boost to one enemy. Requires cooldown.
skill_mani_pulate_LyquidSystem_descriptionKey,Restores all cooldowns and applies Immunity to Control to itself. Requires cooldown.
skill_mani_pulate_DriversUpdate_descriptionKey,Deals moderate Metal damage to one enemy. Applies MegaPossession to one enemy. Requires cooldown.
skill_mani_pulate_EnergyRelease_descriptionKey,Deals moderate Metal damage to all enemies. Applies Daze and Nanovirus to all enemies. Requires cooldown.
skill_mani_pulate_CellsManiPulation_descriptionKey,Deals low Metal damage to all enemies. Applies Possession to all enemies. Requires cooldown.
specialSkill_CoreOverload_nameKey,Core Overload
specialSkill_CoreOverload_descriptionKey,Deals moderate Metal damage to all enemies. Removes positive status effects from all enemies. Applies MegaPossession to all enemies.
monster_ManiPulate_nameKey,Mani Pulate
monster_ManiPulate_descriptionKey,"Mani Pulate started out as a wartime messenger, but after the Cosmic rain graced him with a mind of his own, he got bored of his job so, to spice it up, he started twisting peace treaties and selling information to third parties. The messenger has become an agent of chaos who knows how much to give and how much to sell, making sure he never runs out of work or clients."
monster_ManiPulate_gameplayDescriptionKey,Metal Controller with Possession skills
skill_shelly_AbyssalRush_nameKey,Abyssal Rush
skill_shelly_ResentmentWave_nameKey,Resentment Wave
skill_shelly_BarrierofNaachTith_nameKey,Barrier of Naach-Tith
skill_shelly_TideOfResentment_nameKey,Tide Of Resentment
skill_shelly_HadalCharge_nameKey,Hadal Charge
skill_shelly_BlessingsFromDagon_nameKey,Blessings From Dagon
skill_shelly_SixthSathlatta_nameKey,Sixth Sathlatta
skill_shelly_DeepRebirth_nameKey,Deep Rebirth
skill_shelly_AbyssalRush_descriptionKey,Deals low Dark damage to one enemy. Applies a 25% Life Shield to itself.
skill_shelly_ResentmentWave_descriptionKey,Deals low Water damage to one enemy. Applies Taunt to itself.
skill_shelly_BarrierofNaachTith_descriptionKey,Applies a 50% Life Shield to itself. Blocks out 50% of the incoming damage. Requires cooldown.
skill_shelly_TideOfResentment_descriptionKey,Deals low Water damage to all enemies. Applies Taunt to itself. Requires cooldown.
skill_shelly_HadalCharge_descriptionKey,Deals heavy Dark damage to one enemy. Applies a 75% Life Shield to itself. Requires cooldown.
skill_shelly_BlessingsFromDagon_descriptionKey,Doubles the Maximum Life of itself. Applies Life Regeneration to itself. Requires cooldown.
skill_shelly_SixthSathlatta_descriptionKey,"Applies Damage Mirror, a 100% Life Shield and MegaTaunt to itself. Requires cooldown."
skill_shelly_DeepRebirth_descriptionKey,Removes all negative status effects and applies Positive Effect Protection to itself. Heals itself by 50%. Requires cooldown.
specialSkill_WallsofRlyeh_nameKey,Walls of R'lyeh
specialSkill_WallsofRlyeh_descriptionKey,Applies Evasion and Skill Mirror to all allies.
monster_Shelly_nameKey,Shelly
monster_Shelly_descriptionKey,"Queen Thalassa banished Shelly from the water realm after he stole from her. He was sent to a beach where he spent his days collecting shiny shells until he found a pink and bluish stone. As he grabbed it, it cracked and released a powder that covered Shelly. Its Cosmic effect filled him with strength to get back at Thalassa for kicking him out of the ocean."
monster_Shelly_gameplayDescriptionKey,Dark Tank with MegaTaunt and Shields
